pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000080,11460005,0.000000,4012,11,0.00863938,0.00000000,0,0.000,-2591.814,0.000,190000,0,0,0,0,1,balance,
0.000316,11466432,0.006427,4012,11,0.00863938,0.00000000,0,0.000,-2591.814,0.000,190000,0,0,1,0,1,balance,
0.000430,11470998,0.004566,4012,11,0.00863938,0.00000000,0,0.000,-2591.814,0.000,190000,0,0,1,0,1,balance,
0.000605,11476001,0.005003,4012,11,0.00863938,0.00000000,0,0.000,-2591.814,0.000,190000,0,0,1,0,1,balance,
0.000805,11480998,0.004997,4013,12,0.00942478,0.02357609,0,0.000,-2968.890,0.000,190000,0,0,1,0,1,balance,
0.000992,11486001,0.005003,4013,12,0.00942478,0.02003968,0,0.000,-2947.671,0.000,190000,0,0,1,0,1,balance,
0.030615,11490998,0.004997,4013,12,0.00942478,0.01703373,0,0.000,-2929.636,0.000,190000,0,0,1,0,1,balance,
0.030801,11498532,0.007534,4014,13,0.01021018,0.03011574,0,0.000,-3243.747,0.000,190000,0,0,1,0,1,balance,
0.031005,11502998,0.004466,4014,13,0.01021018,0.02559838,-1,-223.914,-3216.643,-758.670,190000,0,0,1,0,1,balance,
0.031190,11508001,0.005003,4014,13,0.01021018,0.02175862,-7,-1199.280,-3193.605,-1518.670,190000,0,0,1,0,1,balance,
0.031377,11513004,0.005003,4015,14,0.01099557,0.04204265,-18,-2198.681,-3550.928,-2658.670,190000,0,0,1,0,1,balance,
0.031647,11518001,0.004997,4015,14,0.01099557,0.03573625,-32,-2801.681,-3513.090,-2947.671,190000,0,0,1,0,1,balance,
0.061120,11522998,0.004997,4015,14,0.01099557,0.03037581,-47,-3001.801,-3480.927,-2947.671,190000,0,0,1,0,1,balance,
0.061243,11529451,0.006453,4015,14,0.01099557,0.02581944,-66,-2944.367,-3453.589,-2947.671,190000,0,0,1,0,1,balance,
0.061414,11534001,0.004550,4015,14,0.01099557,0.02194652,-82,-3516.484,-3430.351,-3513.090,190000,0,0,1,0,1,balance,
0.061623,11538998,0.004997,4016,15,0.01178097,0.04223064,-99,-3402.041,-3787.676,-3513.090,190000,0,0,1,0,1,balance,
0.061812,11544001,0.005003,4016,15,0.01178097,0.03589604,-117,-3597.841,-3749.668,-3513.090,190000,0,0,1,0,1,balance,
0.062006,11548998,0.004997,4016,15,0.01178097,0.03051163,-134,-3402.041,-3717.362,-3513.090,190000,0,0,1,0,1,balance,
0.091639,11554001,0.005003,4016,15,0.01178097,0.02593489,-152,-3597.841,-3689.901,-3513.090,190000,0,0,1,0,1,balance,
0.091808,11559450,0.005449,4016,15,0.01178097,0.02204466,-171,-3486.878,-3666.560,-3513.090,190000,0,0,1,0,1,balance,
0.091967,11564001,0.004551,4017,16,0.01256637,0.04462452,-188,-3735.443,-4037.658,-3717.362,190000,0,0,1,0,1,balance,
0.092151,11568998,0.004997,4017,16,0.01256637,0.03793084,-206,-3602.161,-3997.496,-3717.362,190000,0,0,1,0,1,balance,
0.092353,11574001,0.005003,4015,14,0.01099557,-0.01485442,-225,-3797.721,-3209.546,-3717.362,190000,0,0,1,0,1,balance,
0.092554,11578998,0.004997,4013,12,0.00942478,-0.05977844,-243,-3602.161,-2468.763,-3717.362,190000,0,0,1,0,1,balance,
0.122090,11584001,0.005003,4012,11,0.00863938,-0.07435949,-262,-3797.721,-2145.657,-3717.362,190000,0,0,1,0,1,balance,
0.122215,11590460,0.006459,4011,10,0.00785398,-0.08144519,-286,-3715.745,-1867.523,-3689.901,190000,0,0,1,0,1,balance,
0.122404,11594998,0.004538,4010,9,0.00706858,-0.09518913,-301,-3305.421,-1549.440,-2930.851,190000,0,0,1,0,1,balance,
0.122598,11600001,0.005003,4008,7,0.00549779,-0.12800639,-314,-2598.441,-881.298,-2468.763,190000,0,0,1,0,1,balance,
0.122798,11604998,0.004997,4007,6,0.00471239,-0.13238152,-327,-2601.561,-619.428,-2468.763,190000,0,0,1,0,1,balance,
0.122976,11610001,0.005003,4006,5,0.00392699,-0.13607211,-339,-2398.561,-361.665,-2468.763,190000,0,0,1,0,1,balance,
0.153497,11614998,0.004997,4006,5,0.00392699,-0.11566129,-351,-2401.441,-484.129,-2468.763,190000,0,0,1,0,1,balance,
0.153660,11620459,0.005461,4005,4,0.00314159,-0.11988502,-365,-2563.633,-223.168,-2145.657,190000,0,0,1,0,1,balance,
0.153819,11624998,0.004539,4005,4,0.00314159,-0.10190227,-373,-1762.503,-331.064,-1386.607,190000,0,0,1,0,1,balance,
0.154003,11630001,0.005003,4003,2,0.00157080,-0.13371256,-378,-999.400,331.036,-626.607,190000,0,0,1,0,1,balance,
0.154190,11634998,0.004997,4003,2,0.00157080,-0.11365568,-379,-200.120,210.695,-361.665,190000,0,0,1,0,1,balance,
0.154388,11640001,0.005003,4003,2,0.00157080,-0.09660732,-381,-399.760,108.405,-361.665,190000,0,0,1,0,1,balance,
0.184058,11644998,0.004997,4004,3,0.00235619,-0.05854014,-383,-400.240,-355.618,-361.665,190000,0,0,1,0,1,balance,
0.184195,11651450,0.006452,4004,3,0.00235619,-0.04975911,-385,-309.981,-408.304,-361.665,190000,0,0,1,0,1,balance,
0.184352,11656001,0.004551,4004,3,0.00235619,-0.04229525,-386,-219.732,-453.087,108.405,190000,0,0,1,0,1,balance,
0.184549,11660998,0.004997,4003,2,0.00157080,-0.05952705,-385,200.120,-114.077,108.405,190000,0,0,1,0,1,balance,
0.184782,11666001,0.005003,4004,3,0.00235619,-0.02705018,-384,199.880,-544.557,108.405,190000,0,0,1,0,1,balance,
0.184971,11670998,0.004997,4004,3,0.00235619,-0.02299265,-384,0.000,-568.902,108.405,190000,0,0,1,0,1,balance,
0.214851,11676001,0.005003,4003,2,0.00157080,-0.04309157,-383,199.880,-212.689,108.405,190000,0,0,1,0,1,balance,
0.214992,11682460,0.006459,4003,2,0.00157080,-0.03662783,-383,0.000,-251.472,-272.545,190000,0,0,1,0,1,balance,
0.215250,11686998,0.004538,4003,2,0.00157080,-0.03113366,-386,-661.084,-284.437,-568.902,190000,0,0,1,0,1,balance,
0.215343,11692001,0.005003,4003,2,0.00157080,-0.02646361,-388,-399.760,-312.457,-568.902,190000,0,0,1,0,1,balance,
0.215529,11696998,0.004997,4003,2,0.00157080,-0.02249407,-391,-600.360,-336.274,-568.902,190000,0,0,1,0,1,balance,
0.215776,11702001,0.005003,4002,1,0.00078540,-0.04266777,-394,-599.640,20.387,-568.902,190000,0,0,1,0,1,balance,
0.245030,11706998,0.004997,4002,1,0.00078540,-0.03626761,-397,-600.360,-18.014,-568.902,190000,0,0,1,0,1,balance,
0.245150,11713450,0.006452,4001,0,0.00000000,-0.04908688,-401,-619.963,294.521,-568.902,190000,0,0,1,0,1,balance,
0.245326,11718001,0.004551,4001,0,0.00000000,-0.04172385,-400,219.732,250.343,20.387,190000,0,0,1,0,1,balance,
0.245517,11722998,0.004997,4001,0,0.00000000,-0.03546527,-399,200.120,212.792,20.387,190000,0,0,1,0,1,balance,
0.245777,11728001,0.005003,4001,0,0.00000000,-0.03014548,-399,0.000,180.873,20.387,190000,0,0,1,0,1,balance,
0.245962,11732998,0.004997,4001,0,0.00000000,-0.02562366,-398,200.120,153.742,20.387,190000,0,0,1,0,1,balance,
0.275482,11738001,0.005003,4001,0,0.00000000,-0.02178011,-397,199.880,130.681,20.387,190000,0,0,1,0,1,balance,
0.275597,11743450,0.005449,4001,0,0.00000000,-0.01851309,-396,183.520,111.079,20.387,190000,0,0,1,0,1,balance,
0.275785,11748001,0.004551,4001,0,0.00000000,-0.01573613,-395,219.732,94.417,153.742,190000,0,0,1,0,1,balance,
0.275982,11752998,0.004997,4002,1,0.00078540,0.01020038,-394,200.120,-296.822,153.742,190000,0,0,1,0,1,balance,
0.276174,11758001,0.005003,4002,1,0.00078540,0.00867032,-393,199.880,-287.641,153.742,190000,0,0,1,0,1,balance,
0.276368,11762998,0.004997,4002,1,0.00078540,0.00736978,-393,0.000,-279.838,153.742,190000,0,0,1,0,1,balance,
0.306018,11768001,0.005003,4002,1,0.00078540,0.00626431,-392,199.880,-273.205,153.742,190000,0,0,1,0,1,balance,
0.306133,11773449,0.005448,4002,1,0.00078540,0.00532466,-391,183.554,-267.567,153.742,190000,0,0,1,0,1,balance,
0.306317,11778001,0.004552,4002,1,0.00078540,0.00452596,-392,-219.684,-262.775,-279.838,190000,0,0,1,0,1,balance,
0.306506,11782998,0.004997,4002,1,0.00078540,0.00384707,-393,-200.120,-258.702,-279.838,190000,0,0,1,0,1,balance,
0.306692,11788001,0.005003,4002,1,0.00078540,0.00327001,-395,-399.760,-255.240,-279.838,190000,0,0,1,0,1,balance,
0.306896,11792998,0.004997,4002,1,0.00078540,0.00277951,-396,-200.120,-252.296,-279.838,190000,0,0,1,0,1,balance,
0.336438,11798001,0.005003,4002,1,0.00078540,0.00236258,-398,-399.760,-249.795,-279.838,190000,0,0,1,0,1,balance,
0.336556,11804459,0.006458,4001,0,0.00000000,-0.01623425,-399,-154.847,97.406,-273.205,190000,0,0,1,0,1,balance,
0.336778,11808998,0.004539,4001,0,0.00000000,-0.01379912,-401,-440.626,82.795,-252.296,190000,0,0,1,0,1,balance,
0.336974,11814001,0.005003,4001,0,0.00000000,-0.01172925,-402,-199.880,70.375,-252.296,190000,0,0,1,0,1,balance,
0.337320,11818998,0.004997,4001,0,0.00000000,-0.00996986,-403,-200.120,59.819,-252.296,190000,0,0,1,0,1,balance,
0.337420,11824001,0.005003,4001,0,0.00000000,-0.00847438,-404,-199.880,50.846,-252.296,190000,0,0,1,0,1,balance,
0.366944,11828998,0.004997,4001,0,0.00000000,-0.00720322,-406,-400.240,43.219,-252.296,190000,0,0,1,0,1,balance,
0.367063,11834459,0.005461,4001,0,0.00000000,-0.00612274,-407,-183.117,36.736,-249.795,190000,0,0,1,0,1,balance,
0.367242,11838998,0.004539,4001,0,0.00000000,-0.00520433,-406,220.313,31.226,50.846,190000,0,0,1,0,1,balance,
0.367428,11844001,0.005003,4002,1,0.00078540,0.01912414,-406,0.000,-350.364,50.846,190000,0,0,1,0,1,balance,
0.367613,11848998,0.004997,4002,1,0.00078540,0.01625552,-406,0.000,-333.153,50.846,190000,0,0,1,0,1,balance,
0.367807,11854001,0.005003,4002,1,0.00078540,0.01381719,-406,0.000,-318.523,50.846,190000,0,0,1,0,1,balance,
0.397439,11858998,0.004997,4002,1,0.00078540,0.01174461,-405,200.120,-306.087,50.846,190000,0,0,1,0,1,balance,
0.397560,11865450,0.006452,4003,2,0.00157080,0.02824233,-405,0.000,-640.693,50.846,190000,0,0,1,0,1,balance,
0.397777,11870001,0.004551,4003,2,0.00157080,0.02400598,-406,-219.732,-615.275,-318.523,190000,0,0,1,0,1,balance,
0.397966,11874998,0.004997,4003,2,0.00157080,0.02040508,-408,-400.240,-593.669,-318.523,190000,0,0,1,0,1,balance,
0.398176,11880001,0.005003,4003,2,0.00157080,0.01734432,-409,-199.880,-575.305,-318.523,190000,0,0,1,0,1,balance,
0.398361,11884998,0.004997,4003,2,0.00157080,0.01474267,-411,-400.240,-559.695,-318.523,190000,0,0,1,0,1,balance,
0.429300,11890001,0.005003,4003,2,0.00157080,0.01253127,-413,-399.760,-546.427,-318.523,190000,0,0,1,0,1,balance,
0.429429,11895449,0.005448,4003,2,0.00157080,0.01065158,-414,-183.554,-535.148,-318.523,190000,0,0,1,0,1,balance,
0.429600,11900001,0.004552,4003,2,0.00157080,0.00905384,-417,-659.051,-525.562,-559.695,190000,0,0,1,0,1,balance,
0.429790,11904998,0.004997,4003,2,0.00157080,0.00769577,-419,-400.240,-517.414,-559.695,190000,0,0,1,0,1,balance,
0.429991,11910001,0.005003,4003,2,0.00157080,0.00654140,-422,-599.640,-510.487,-559.695,190000,0,0,1,0,1,balance,
0.430192,11914998,0.004997,4003,2,0.00157080,0.00556019,-425,-600.360,-504.600,-559.695,190000,0,0,1,0,1,balance,
0.459859,11920001,0.005003,4003,2,0.00157080,0.00472616,-428,-599.640,-499.596,-559.695,190000,0,0,1,0,1,balance,
0.459974,11927450,0.007449,4003,2,0.00157080,0.00401724,-432,-536.985,-495.342,-559.695,190000,0,0,1,0,1,balance,
0.460186,11932001,0.004551,4003,2,0.00157080,0.00341465,-434,-439.464,-491.727,-504.600,190000,0,0,1,0,1,balance,
0.460358,11936998,0.004997,4003,2,0.00157080,0.00290245,-437,-600.360,-488.654,-504.600,190000,0,0,1,0,1,balance,
0.460535,11942001,0.005003,4003,2,0.00157080,0.00246709,-439,-399.760,-486.041,-504.600,190000,0,0,1,0,1,balance,
0.460766,11946998,0.004997,4003,2,0.00157080,0.00209702,-442,-600.360,-483.821,-504.600,190000,0,0,1,0,1,balance,
0.491452,11952001,0.005003,4002,1,0.00078540,-0.02176535,-444,-399.760,-105.027,-504.600,190000,0,0,1,0,1,balance,
0.491568,11958458,0.006457,4002,1,0.00078540,-0.01850054,-448,-619.483,-124.616,-499.596,190000,0,0,1,0,1,balance,
0.491767,11962998,0.004540,4002,1,0.00078540,-0.01572546,-450,-440.529,-141.267,-483.821,190000,0,0,1,0,1,balance,
0.491963,11968001,0.005003,4002,1,0.00078540,-0.01336664,-452,-399.760,-155.420,-483.821,190000,0,0,1,0,1,balance,
