pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000095,6896004,0.000000,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,0,0,1,balance,
0.000421,6902433,0.006429,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.000557,6906998,0.004565,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.000730,6912001,0.005003,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.000922,6916998,0.004997,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.001115,6922001,0.005003,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.031868,6926998,0.004997,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.032014,6933523,0.006525,4026,25,0.01963495,0.00000000,0,0.000,-5890.486,0.000,190000,0,0,1,0,1,balance,
0.032177,6938001,0.004478,4026,25,0.01963495,0.00000000,-2,-446.628,-5890.486,-760.000,190000,0,0,1,0,1,balance,
0.032373,6942998,0.004997,4026,25,0.01963495,0.00000000,-9,-1400.841,-5890.486,-1900.000,190000,0,0,1,0,1,balance,
0.032569,6948001,0.005003,4026,25,0.01963495,0.00000000,-21,-2398.561,-5890.486,-2660.000,190000,0,0,1,0,1,balance,
0.032753,6952998,0.004997,4026,25,0.01963495,0.00000000,-37,-3201.921,-5890.486,-3800.000,190000,0,0,1,0,1,balance,
0.063335,6958001,0.005003,4026,25,0.01963495,0.00000000,-59,-4397.362,-5890.486,-4560.000,190000,0,0,1,0,1,balance,
0.063459,6965451,0.007450,4026,25,0.01963495,0.00000000,-99,-5369.128,-5890.486,-5890.486,190000,0,0,1,0,1,balance,
0.063621,6970001,0.004550,4025,24,0.01884956,-0.02589225,-126,-5934.066,-5499.513,-5890.486,190000,0,0,1,0,1,balance,
