pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000425,7746001,0.000000,4025,24,0.01884956,0.00000000,0,0.000,-3015.929,0.000,190000,0,0,1,0,1,balance,
0.030200,7756001,0.010000,4025,24,0.01884956,0.00000000,0,0.000,-3015.929,0.000,190000,0,0,1,0,1,balance,
0.030335,7766997,0.010996,4026,25,0.01963495,0.01071387,-1,-90.942,-3270.159,-759.430,190000,0,0,1,0,1,balance,
0.031034,7776997,0.010000,4026,25,0.01963495,0.00910679,-18,-1700.000,-3250.874,-2659.430,190000,0,0,1,0,1,balance,
0.061810,7786997,0.010000,4026,25,0.01963495,0.00774077,-48,-3000.000,-3234.482,-3015.929,190000,0,0,1,0,1,balance,
0.061956,7798001,0.011004,4026,25,0.01963495,0.00657966,-82,-3089.786,-3220.549,-3250.874,190000,0,0,1,0,1,balance,
0.062631,7808001,0.010000,4027,26,0.02042035,0.01737368,-114,-3200.000,-3475.741,-3250.874,190000,0,0,1,0,1,balance,
0.092482,7818001,0.010000,4027,26,0.02042035,0.01476763,-147,-3300.000,-3444.468,-3250.874,190000,0,0,1,0,1,balance,
0.092608,7828997,0.010996,4027,26,0.02042035,0.01255248,-183,-3273.918,-3417.886,-3475.740,190000,0,0,1,0,1,balance,
0.093307,7838997,0.010000,4027,26,0.02042035,0.01066961,-218,-3500.000,-3395.292,-3475.740,190000,0,0,1,0,1,balance,
0.123318,7848997,0.010000,4028,27,0.02120575,0.02085014,-253,-3500.000,-3643.122,-3475.740,190000,0,0,1,0,1,balance,
0.123444,7860001,0.011004,4023,22,0.01727876,-0.03580779,-291,-3453.290,-2334.908,-3395.292,190000,0,0,1,0,1,balance,
0.124132,7870001,0.010000,4021,20,0.01570796,-0.05399857,-325,-3400.000,-1865.291,-3395.292,190000,0,0,1,0,1,balance,
0.153143,7880001,0.010000,4018,17,0.01335177,-0.08124170,-359,-3400.000,-1161.383,-3395.292,190000,0,0,1,0,1,balance,
0.153289,7890997,0.010996,4016,15,0.01178097,-0.09048318,-396,-3364.860,-799.157,-2884.072,190000,0,0,1,0,1,balance,
0.153971,7900997,0.010000,4014,13,0.01021018,-0.10047265,-417,-2100.000,-427.956,-1865.291,190000,0,0,1,0,1,balance,
0.184468,7910997,0.010000,4013,12,0.00942478,-0.09718273,-436,-1900.000,-341.772,-1865.291,190000,0,0,1,0,1,balance,
0.184579,7920997,0.010000,4012,11,0.00863938,-0.09438629,-451,-1500.000,-249.665,-725.291,190000,0,0,1,0,1,balance,
0.185287,7930997,0.010000,4012,11,0.00863938,-0.08022835,-456,-500.000,-419.561,-427.956,190000,0,0,1,0,1,balance,
0.216601,7940997,0.010000,4013,12,0.00942478,-0.05641312,-460,-400.000,-831.007,-427.956,190000,0,0,1,0,1,balance,
0.216708,7952001,0.011004,4013,12,0.00942478,-0.04795115,-465,-454.380,-932.551,-419.561,190000,0,0,1,0,1,balance,
0.217414,7962001,0.010000,4013,12,0.00942478,-0.04075848,-469,-400.000,-1018.863,-419.561,190000,0,0,1,0,1,balance,
0.251857,7972001,0.010000,4013,12,0.00942478,-0.03464471,-473,-400.000,-1092.228,-419.561,190000,0,0,1,0,1,balance,
0.251989,7984001,0.012000,4014,13,0.01021018,-0.01963053,-480,-583.333,-1398.062,-1018.863,190000,0,0,1,0,1,balance,
0.252698,7994001,0.010000,4014,13,0.01021018,-0.01668595,-490,-1000.000,-1433.397,-1018.863,190000,0,0,1,0,1,balance,
0.284445,8004001,0.010000,4014,13,0.01021018,-0.01418305,-500,-1000.000,-1463.432,-1018.863,190000,0,0,1,0,1,balance,
0.284557,8015236,0.011235,4013,12,0.00942478,-0.02254155,-512,-1068.091,-1237.466,-1018.863,190000,0,0,1,0,1,balance,
0.285258,8030001,0.014765,4013,12,0.00942478,-0.01916032,-532,-1354.555,-1278.041,-1433.397,190000,0,0,1,0,1,balance,
0.316609,8040001,0.010000,4012,11,0.00863938,-0.02806724,-547,-1500.000,-1045.494,-1433.397,190000,0,0,1,0,1,balance,
