pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000360,7668001,0.000000,4050,49,0.03848451,0.00000000,0,0.000,-11545.353,0.000,190000,0,0,1,0,1,balance,
0.000996,7678001,0.010000,4050,49,0.03848451,0.00000000,0,0.000,-11545.353,0.000,190000,0,0,1,0,1,balance,
0.030462,7688001,0.010000,4051,50,0.03926991,0.01178097,0,0.000,-11851.658,0.000,190000,0,0,1,0,1,balance,
0.030586,7700001,0.012000,4051,50,0.03926991,0.01001383,-2,-166.667,-11841.055,-760.000,190000,0,0,1,0,1,balance,
0.031287,7710001,0.010000,4052,51,0.04005531,0.02029273,-21,-1900.000,-12138.348,-2660.000,190000,0,0,1,0,1,balance,
0.060901,7720001,0.010000,4053,52,0.04084070,0.02902979,-59,-3800.000,-12426.390,-4560.000,190000,0,0,1,0,1,balance,
0.061027,7730001,0.010000,4054,53,0.04162610,0.03645629,-116,-5700.000,-12706.569,-6460.000,190000,0,0,1,0,1,balance,
0.061716,7740001,0.010000,4055,54,0.04241150,0.04276882,-192,-7600.000,-12980.063,-8360.001,190000,0,0,1,0,1,balance,
0.091456,7750001,0.010000,4056,55,0.04319690,0.04813447,-286,-9400.000,-13247.877,-10260.001,190000,0,0,1,0,1,balance,
0.091576,7760997,0.010996,4056,55,0.04319690,0.04091430,-413,-11549.654,-13204.555,-12540.001,190000,0,0,1,0,1,balance,
0.092286,7771005,0.010008,4059,58,0.04555309,0.07009182,-542,-12889.688,-14086.479,-12980.063,190000,0,0,1,0,1,balance,
0.121911,7786245,0.015240,4039,38,0.02984513,-0.09502789,-740,-12992.126,-8383.372,-13247.877,190000,0,0,1,0,1,balance,
0.122022,7800997,0.014752,4025,24,0.01884956,-0.19257795,-945,-13896.421,-4499.399,-14086.479,190000,0,0,1,0,1,balance,
0.152637,7811005,0.010008,4013,12,0.00942478,-0.30494992,-1086,-14088.729,-997.734,-14086.479,190000,0,0,1,0,1,balance,
0.152771,7826001,0.014996,3997,-4,-0.00314159,-0.38490465,-1286,-13336.890,3251.906,-12186.479,190000,0,0,1,0,1,balance,
0.184145,7836001,0.010000,3989,-12,-0.00942478,-0.42141674,-1397,-11100.000,5355.934,-10286.479,190000,0,0,1,0,1,balance,
0.184281,7846169,0.010168,3981,-20,-0.01570796,-0.45089480,-1489,-9047.994,7417.758,-8005.528,190000,0,0,1,0,1,balance,
0.184967,7860997,0.014828,3974,-27,-0.02120575,-0.43887618,-1590,-6811.438,8994.982,-5346.478,190000,0,0,1,0,1,balance,
0.215620,7870997,0.010000,3969,-32,-0.02513274,-0.43194962,-1634,-4400.000,10131.520,-3446.478,190000,0,0,1,0,1,balance,
0.215738,7884001,0.013004,3965,-36,-0.02827433,-0.40339517,-1663,-2230.083,10902.671,-1166.478,190000,0,0,1,0,1,balance,
0.216445,7894001,0.010000,3963,-38,-0.02984513,-0.36644784,-1664,-100.000,11152.226,733.522,190000,0,0,1,0,1,balance,
0.246179,7904001,0.010000,3963,-38,-0.02984513,-0.31148066,-1645,1900.000,10822.423,2633.522,190000,0,0,1,0,1,balance,
0.246298,7914997,0.010996,3964,-37,-0.02905973,-0.25404469,-1603,3819.571,10242.188,4913.522,190000,0,0,1,0,1,balance,
0.246993,7924997,0.010000,3966,-35,-0.02748894,-0.19237604,-1544,5900.000,9400.937,6813.522,190000,0,0,1,0,1,balance,
0.276693,7934997,0.010000,3971,-30,-0.02356194,-0.10461477,-1467,7700.000,7696.272,8713.522,190000,0,0,1,0,1,balance,
0.276813,7946001,0.011004,3977,-24,-0.01884956,-0.02468607,-1364,9360.233,5802.983,9400.937,190000,0,0,1,0,1,balance,
0.277519,7956001,0.010000,3984,-17,-0.01335177,0.06148365,-1270,9400.000,3636.629,9400.937,190000,0,0,1,0,1,balance,
0.307233,7966001,0.010000,3990,-11,-0.00863938,0.12294694,-1176,9400.000,1854.132,9400.937,190000,0,0,1,0,1,balance,
0.307360,7976001,0.010000,3997,-4,-0.00314159,0.18697170,-1084,9200.000,-179.352,8640.937,190000,0,0,1,0,1,balance,
0.308042,7986001,0.010000,4003,2,0.00157080,0.22961178,-1009,7500.000,-1848.910,6740.936,190000,0,0,1,0,1,balance,
0.337071,7996001,0.010000,4007,6,0.00471239,0.24229391,-953,5600.000,-2867.480,4840.936,190000,0,0,1,0,1,balance,
0.337251,8006997,0.010996,4011,10,0.00785398,0.24880530,-913,3637.686,-3849.026,2560.936,190000,0,0,1,0,1,balance,
0.337950,8016997,0.010000,4012,11,0.00863938,0.22326548,-897,1600.000,-3931.407,660.936,190000,0,0,1,0,1,balance,
0.370139,8026997,0.010000,4013,12,0.00942478,0.20155663,-900,-300.000,-4036.773,-1239.064,190000,0,0,1,0,1,balance,
0.370252,8036997,0.010000,4011,10,0.00785398,0.14776119,-921,-2100.000,-3242.762,-2988.910,190000,0,0,1,0,1,balance,
0.370957,8046997,0.010000,4009,8,0.00628319,0.10203507,-958,-3700.000,-2497.166,-3931.407,190000,0,0,1,0,1,balance,
0.402727,8056997,0.010000,4005,4,0.00314159,0.03960592,-997,-3900.000,-1180.113,-3931.407,190000,0,0,1,0,1,balance,
0.402843,8070001,0.013004,4001,0,0.00000000,-0.00257297,-1046,-3768.071,15.438,-3171.407,190000,0,0,1,0,1,balance,
0.403542,8080001,0.010000,3998,-3,-0.00235619,-0.03752994,-1072,-2600.000,932.038,-2497.166,190000,0,0,1,0,1,balance,
0.436127,8090001,0.010000,3997,-4,-0.00314159,-0.04368142,-1097,-2500.000,1204.566,-2497.166,190000,0,0,1,0,1,balance,
0.436274,8102001,0.012000,3994,-7,-0.00549779,-0.06658164,-1124,-2250.000,2048.826,-1737.166,190000,0,0,1,0,1,balance,
0.436959,8112001,0.010000,3992,-9,-0.00706858,-0.08015634,-1131,-700.000,2601.513,162.834,190000,0,0,1,0,1,balance,
0.470448,8122001,0.010000,3992,-9,-0.00706858,-0.06813289,-1122,900.000,2529.372,932.038,190000,0,0,1,0,1,balance,
0.470576,8136001,0.014000,3991,-10,-0.00785398,-0.06632793,-1107,1071.429,2754.162,1692.038,190000,0,0,1,0,1,balance,
0.471265,8146001,0.010000,3992,-9,-0.00706858,-0.04459777,-1083,2400.000,2388.162,2601.513,190000,0,0,1,0,1,balance,
0.500671,8156001,0.010000,3993,-8,-0.00628319,-0.02612713,-1057,2600.000,2041.718,2601.513,190000,0,0,1,0,1,balance,
0.500797,8170001,0.014000,3995,-6,-0.00471239,-0.00537810,-1021,2571.429,1445.985,2388.162,190000,0,0,1,0,1,balance,
0.501559,8180001,0.010000,3996,-5,-0.00392699,0.00720959,-997,2400.000,1134.840,2388.162,190000,0,0,1,0,1,balance,
0.537007,8190001,0.010000,3998,-3,-0.00235619,0.02969009,-973,2400.000,528.718,2388.162,190000,0,0,1,0,1,balance,
0.537215,8200001,0.010000,3999,-2,-0.00157080,0.03701755,-952,2100.000,249.134,1628.162,190000,0,0,1,0,1,balance,
0.537835,8210001,0.010000,4001,0,0.00000000,0.05502686,-940,1200.000,-330.161,1134.840,190000,0,0,1,0,1,balance,
0.538614,8220001,0.010000,4001,0,0.00000000,0.04677283,-929,1100.000,-280.637,1134.840,190000,0,0,1,0,1,balance,
0.570101,8232294,0.012293,4003,2,0.00157080,0.05892387,-915,1138.860,-824.782,753.890,190000,0,0,1,0,1,balance,
0.570252,8246997,0.014703,4003,2,0.00157080,0.05008529,-916,-68.013,-771.751,-280.637,190000,0,0,1,0,1,balance,
0.600660,8256997,0.010000,4003,2,0.00157080,0.04257250,-919,-300.000,-726.674,-280.637,190000,0,0,1,0,1,balance,
