pc_t_s,esp_ts_us,trial_idx,segment_idx,segment_t_s,cycle_idx,phase,encoder_count,theta_counts,theta_rad,position_steps,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,stop_reason
0.029923,93215236,1,0,0.029923,1,move_first,-91,3908,3.06933602,-48,6000.000,0.000,190000,0,0,1,0,1,
0.060508,93240001,1,0,0.060508,1,move_first,-91,3908,3.06933602,11,6000.000,4560.190,190000,0,0,1,0,1,
0.091055,93270002,1,0,0.091055,1,move_first,-91,3908,3.06933602,186,6000.000,6000.000,190000,0,0,1,0,1,
0.121655,93300001,1,0,0.121655,1,move_first,-95,3904,3.06619443,366,6000.000,6000.000,190000,0,0,1,0,1,
0.152082,93337074,1,0,0.152082,1,move_first,-107,3892,3.05676965,589,6000.000,6000.000,190000,0,0,1,0,1,
0.182612,93362001,1,0,0.182612,1,move_first,-113,3886,3.05205726,738,6000.000,6000.000,190000,0,0,1,0,1,
0.213145,93392001,1,0,0.213145,1,move_first,-118,3881,3.04813027,918,6000.000,6000.000,190000,0,0,1,0,1,
0.243687,93422998,1,0,0.243687,1,move_first,-119,3880,3.04734487,1104,6000.000,6000.000,190000,0,0,1,0,1,
0.274203,93452998,1,0,0.274203,1,move_first,-118,3881,3.04813027,1284,6000.000,6000.000,190000,0,0,1,0,1,
0.304892,93484001,1,0,0.304892,1,move_first,-114,3885,3.05127186,1470,6000.000,6000.000,190000,0,0,1,0,1,
0.335408,93514001,1,0,0.335408,1,move_first,-106,3893,3.05755505,1650,6000.000,6000.000,190000,0,0,1,0,1,
0.365937,93544998,1,0,0.365937,1,move_first,-96,3903,3.06540903,1836,6000.000,6000.000,190000,0,0,1,0,1,
0.396480,93574998,1,0,0.396480,1,move_first,-84,3915,3.07483381,2016,6000.000,6000.000,190000,0,0,1,0,1,
0.426957,93606001,1,0,0.426957,1,move_first,-70,3929,3.08582938,2202,6000.000,6000.000,190000,0,0,1,0,1,
0.457553,93636001,1,0,0.457553,1,move_first,-54,3945,3.09839575,2382,6000.000,6000.000,190000,0,0,1,0,1,
0.488082,93666998,1,0,0.488082,1,move_first,-36,3963,3.11253292,2568,6000.000,6000.000,190000,0,0,1,0,1,
0.518602,93696998,1,0,0.518602,1,move_first,-18,3981,3.12667009,2748,6000.000,6000.000,190000,0,0,1,0,1,
0.549086,93728001,1,0,0.549086,1,move_first,1,-4000,-3.14159265,2934,6000.000,6000.000,190000,0,0,1,0,1,
0.579638,93758001,1,0,0.579638,1,move_first,19,-3982,-3.12745549,3114,6000.000,6000.000,190000,0,0,1,0,1,
0.610265,93788998,1,1,0.000000,1,stop_first,38,-3963,-3.11253292,3300,0.000,6000.000,190000,0,0,1,0,1,
0.640731,93825154,1,1,0.030466,1,stop_first,57,-3944,-3.09761036,3517,0.000,6000.000,190000,0,0,1,0,1,
0.671370,93850001,1,1,0.061104,1,stop_first,73,-3928,-3.08504399,3607,0.000,1440.000,190000,0,0,1,0,1,
0.701806,93886080,1,1,0.091541,1,stop_first,106,-3895,-3.05912585,3611,0.000,0.000,190000,0,0,1,0,1,
0.733466,93910998,1,1,0.123201,1,stop_first,128,-3873,-3.04184709,3611,0.000,0.000,190000,0,0,1,0,1,
0.763982,93948080,1,1,0.153717,1,stop_first,157,-3844,-3.01907054,3611,0.000,0.000,190000,0,0,1,0,1,
0.794573,93972998,1,1,0.184308,1,stop_first,173,-3828,-3.00650417,3611,0.000,0.000,190000,0,0,1,0,1,
0.824978,94009074,1,1,0.214712,1,stop_first,190,-3811,-2.99315240,3611,0.000,0.000,190000,0,0,1,0,1,
0.855537,94034001,1,1,0.245271,1,stop_first,199,-3802,-2.98608382,3611,0.000,0.000,190000,0,0,1,0,1,
0.886072,94070080,1,1,0.275807,1,stop_first,205,-3796,-2.98137143,3611,0.000,0.000,190000,0,0,1,0,1,
0.916683,94094998,1,1,0.306418,1,stop_first,205,-3796,-2.98137143,3611,0.000,0.000,190000,0,0,1,0,1,
0.947117,94132080,1,1,0.336852,1,stop_first,198,-3803,-2.98686922,3611,0.000,0.000,190000,0,0,1,0,1,
0.977733,94156998,1,1,0.367468,1,stop_first,190,-3811,-2.99315240,3611,0.000,0.000,190000,0,0,1,0,1,
1.008246,94186998,1,1,0.397980,1,stop_first,175,-3826,-3.00493337,3611,0.000,0.000,190000,0,0,1,0,1,
