pc_t_s,esp_ts_us,trial_idx,segment_idx,segment_t_s,cycle_idx,phase,encoder_count,theta_counts,theta_rad,position_steps,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,stop_reason
4.065218,7538161,1,7,0.030542,2,stop_second,-416,3583,2.81408162,581,0.000,-18000.000,190000,0,0,1,0,1,
4.097266,7562997,1,7,0.062590,2,stop_second,-429,3570,2.80387144,188,0.000,-13440.570,190000,0,0,1,0,1,
4.127425,7600080,1,7,0.092749,2,stop_second,-458,3541,2.78109490,-180,0.000,-6220.000,190000,0,0,1,0,1,
4.158775,7624997,1,7,0.124099,2,stop_second,-484,3515,2.76067454,-280,0.000,-1660.380,190000,0,0,1,0,1,
4.189070,7662080,1,7,0.154394,2,stop_second,-525,3474,2.72847322,-288,0.000,0.000,190000,0,0,1,0,1,
4.219661,7686997,1,7,0.184985,2,stop_second,-548,3451,2.71040906,-288,0.000,0.000,190000,0,0,1,0,1,
4.250166,7716997,1,7,0.215490,2,stop_second,-566,3433,2.69627189,-288,0.000,0.000,190000,0,0,1,0,1,
4.282013,7746997,1,7,0.247337,2,stop_second,-574,3425,2.68998871,-288,0.000,0.000,190000,0,0,1,0,1,
4.314630,7785074,1,7,0.279953,2,stop_second,-571,3428,2.69234490,-288,0.000,0.000,190000,0,0,1,0,1,
4.344763,7814997,1,7,0.310087,2,stop_second,-557,3442,2.70334048,-288,0.000,0.000,190000,0,0,1,0,1,
4.376381,7848085,1,7,0.341705,2,stop_second,-530,3469,2.72454623,-288,0.000,0.000,190000,0,0,1,0,1,
4.406904,7878001,1,7,0.372228,2,stop_second,-497,3502,2.75046437,-288,0.000,0.000,190000,0,0,1,0,1,
4.437682,7910080,1,7,0.403006,2,stop_second,-453,3546,2.78502189,-288,0.000,0.000,190000,0,0,1,0,1,
4.467924,7934997,1,7,0.433248,2,stop_second,-413,3586,2.81643781,-288,0.000,0.000,190000,0,0,1,0,1,
4.498497,7964997,1,7,0.463821,2,stop_second,-359,3640,2.85884931,-288,0.000,0.000,190000,0,0,1,0,1,
4.528952,7996001,1,7,0.494275,2,stop_second,-298,3701,2.90675860,-288,0.000,0.000,190000,0,0,1,0,1,
4.559713,8026013,1,8,0.000000,3,move_first,-236,3763,2.95545329,-288,18000.000,0.000,190000,0,0,1,0,1,
4.589984,8056997,1,8,0.030271,3,move_first,-171,3828,3.00650417,-288,18000.000,0.000,190000,0,0,1,0,1,
4.620699,8088001,1,8,0.060986,3,move_first,-108,3891,3.05598425,-229,18000.000,4560.000,190000,0,0,1,0,1,
4.651977,8118013,1,8,0.092264,3,move_first,-61,3938,3.09289797,-1,18000.000,10260.001,190000,0,0,1,0,1,
4.682549,8148997,1,8,0.122836,3,move_first,-33,3966,3.11488912,413,18000.000,16340.001,190000,0,0,1,0,1,
4.714438,8185074,1,8,0.154725,3,move_first,-21,3978,3.12431389,1055,18000.000,18000.000,190000,0,0,1,0,1,
4.744935,8214997,1,8,0.185222,3,move_first,-15,3984,3.12902628,1593,18000.000,18000.000,190000,0,0,1,0,1,
4.775470,8248079,1,8,0.215757,3,move_first,-14,3985,3.12981168,2188,18000.000,18000.000,190000,0,0,1,0,1,
4.805971,8272997,1,8,0.246257,3,move_first,-16,3983,3.12824088,2636,18000.000,18000.000,190000,0,0,1,0,1,
4.836438,8302997,1,8,0.276725,3,move_first,-22,3977,3.12352850,3176,18000.000,18000.000,190000,0,0,1,0,1,
4.866967,8334001,1,8,0.307254,3,move_first,-31,3968,3.11645991,3733,18000.000,18000.000,190000,0,0,1,0,1,
4.897315,8364001,1,8,0.337602,3,move_first,-44,3955,3.10624974,4273,18000.000,18000.000,190000,0,0,1,0,1,
4.927797,8394997,1,8,0.368083,3,move_first,-60,3939,3.09368337,4830,18000.000,18000.000,190000,0,0,1,0,1,
4.958598,8424997,1,8,0.398885,3,move_first,-78,3921,3.07954620,5370,18000.000,18000.000,190000,0,0,1,0,1,
4.988790,8456001,1,8,0.429077,3,move_first,-98,3901,3.06383824,5928,18000.000,18000.000,190000,0,0,1,0,1,
5.019602,8486001,1,8,0.459889,3,move_first,-120,3879,3.04655948,6467,18000.000,18000.000,190000,0,0,1,0,1,
5.049855,8516997,1,8,0.490141,3,move_first,-142,3857,3.02928072,7025,18000.000,18000.000,190000,0,0,1,0,1,
5.081655,8546997,1,8,0.521942,3,move_first,-165,3834,3.01121656,7564,18000.000,18000.000,190000,0,0,1,0,1,
5.111982,8582997,1,8,0.552268,3,move_first,-192,3807,2.99001081,8212,18000.000,18000.000,190000,0,0,1,0,1,
5.142707,8615074,1,8,0.582993,3,move_first,-216,3783,2.97116125,8789,18000.000,18000.000,190000,0,0,1,0,1,
5.173349,8640001,1,9,0.000000,3,stop_first,-234,3765,2.95702409,9237,0.000,18000.000,190000,0,0,1,0,1,
5.203734,8670001,1,9,0.030385,3,stop_first,-252,3747,2.94288692,9777,0.000,18000.000,190000,0,0,1,0,1,
5.234572,8700997,1,9,0.061223,3,stop_first,-266,3733,2.93189134,10280,0.000,13440.570,190000,0,0,1,0,1,
5.265025,8737074,1,9,0.091676,3,stop_first,-262,3737,2.93503294,10641,0.000,6600.570,190000,0,0,1,0,1,
5.298001,8762001,1,9,0.124652,3,stop_first,-244,3755,2.94917010,10746,0.000,2040.570,190000,0,0,1,0,1,
5.328414,8801074,1,9,0.155065,3,stop_first,-197,3802,2.98608382,10755,0.000,0.000,190000,0,0,1,0,1,
5.359002,8826001,1,9,0.185653,3,stop_first,-164,3835,3.01200196,10755,0.000,0.000,190000,0,0,1,0,1,
5.389469,8856001,1,9,0.216120,3,stop_first,-125,3874,3.04263249,10755,0.000,0.000,190000,0,0,1,0,1,
5.420241,8886997,1,9,0.246892,3,stop_first,-85,3914,3.07404841,10755,0.000,0.000,190000,0,0,1,0,1,
5.450519,8916997,1,9,0.277170,3,stop_first,-49,3950,3.10232275,10755,0.000,0.000,190000,0,0,1,0,1,
5.482524,8948001,1,9,0.309175,3,stop_first,-14,3985,3.12981168,10755,0.000,0.000,190000,0,0,1,0,1,
5.512950,8985074,1,9,0.339601,3,stop_first,22,-3979,-3.12509929,10755,0.000,0.000,190000,0,0,1,0,1,
5.543937,9010001,1,9,0.370588,3,stop_first,42,-3959,-3.10939133,10755,0.000,0.000,190000,0,0,1,0,1,
5.574623,9047074,1,9,0.401274,3,stop_first,66,-3935,-3.09054177,10755,0.000,0.000,190000,0,0,1,0,1,
5.605190,9072001,1,9,0.431841,3,stop_first,77,-3924,-3.08190239,10755,0.000,0.000,190000,0,0,1,0,1,
5.635675,9102001,1,9,0.462326,3,stop_first,86,-3915,-3.07483381,10755,0.000,0.000,190000,0,0,1,0,1,
5.665940,9132997,1,9,0.492591,3,stop_first,88,-3913,-3.07326301,10755,0.000,0.000,190000,0,0,1,0,1,
5.696709,9162997,1,10,0.000000,3,move_second,84,-3917,-3.07640461,10755,-18000.000,0.000,190000,0,0,1,0,1,
5.728336,9194001,1,10,0.031626,3,move_second,73,-3928,-3.08504399,10755,-18000.000,0.000,190000,0,0,1,0,1,
5.758615,9224997,1,10,0.061905,3,move_second,60,-3941,-3.09525416,10691,-18000.000,-4940.000,190000,0,0,1,0,1,
5.789077,9261074,1,10,0.092367,3,move_second,56,-3945,-3.09839575,10389,-18000.000,-11780.000,190000,0,0,1,0,1,
5.819609,9286001,1,10,0.122900,3,move_second,61,-3940,-3.09446876,10037,-18000.000,-16340.000,190000,0,0,1,0,1,
5.850282,9322079,1,10,0.153573,3,move_second,76,-3925,-3.08268779,9393,-18000.000,-18000.000,190000,0,0,1,0,1,
5.880737,9346997,1,10,0.184028,3,move_second,84,-3917,-3.07640461,8945,-18000.000,-18000.000,190000,0,0,1,0,1,
5.911415,9384080,1,10,0.214705,3,move_second,85,-3916,-3.07561921,8278,-18000.000,-18000.000,190000,0,0,1,0,1,
5.941720,9408997,1,10,0.245011,3,move_second,82,-3919,-3.07797540,7830,-18000.000,-18000.000,190000,0,0,1,0,1,
5.972248,9438997,1,10,0.275538,3,move_second,72,-3929,-3.08582938,7290,-18000.000,-18000.000,190000,0,0,1,0,1,
6.002738,9470001,1,10,0.306028,3,move_second,57,-3944,-3.09761036,6733,-18000.000,-18000.000,190000,0,0,1,0,1,
6.033281,9500001,1,10,0.336571,3,move_second,36,-3965,-3.11410372,6193,-18000.000,-18000.000,190000,0,0,1,0,1,
6.063995,9530997,1,10,0.367285,3,move_second,10,-3991,-3.13452407,5636,-18000.000,-18000.000,190000,0,0,1,0,1,
6.094613,9560997,1,10,0.397904,3,move_second,-19,3980,3.12588469,5096,-18000.000,-18000.000,190000,0,0,1,0,1,
6.125152,9592001,1,10,0.428442,3,move_second,-54,3945,3.09839575,4539,-18000.000,-18000.000,190000,0,0,1,0,1,
6.155426,9622001,1,10,0.458716,3,move_second,-89,3910,3.07090682,3999,-18000.000,-18000.000,190000,0,0,1,0,1,
6.187036,9652997,1,10,0.490326,3,move_second,-128,3871,3.04027629,3442,-18000.000,-18000.000,190000,0,0,1,0,1,
6.217493,9690085,1,10,0.520784,3,move_second,-176,3823,3.00257718,2775,-18000.000,-18000.000,190000,0,0,1,0,1,
6.248273,9714997,1,10,0.551564,3,move_second,-206,3793,2.97901523,2326,-18000.000,-18000.000,190000,0,0,1,0,1,
6.278524,9744997,1,10,0.581815,3,move_second,-243,3756,2.94995550,1787,-18000.000,-18000.000,190000,0,0,1,0,1,
6.310410,9776001,1,11,0.000000,3,stop_second,-279,3720,2.92168117,1229,0.000,-18000.000,190000,0,0,1,0,1,
6.340433,9813155,1,11,0.030023,3,stop_second,-316,3683,2.89262144,561,0.000,-18000.000,190000,0,0,1,0,1,
6.371754,9838001,1,11,0.061344,3,stop_second,-343,3656,2.87141569,173,0.000,-13440.000,190000,0,0,1,0,1,
6.402012,9875074,1,11,0.091602,3,stop_second,-393,3606,2.83214578,-188,0.000,-6220.000,190000,0,0,1,0,1,
6.432884,9900001,1,11,0.122474,3,stop_second,-434,3565,2.79994445,-284,0.000,-1660.000,190000,0,0,1,0,1,
6.463698,9930001,1,11,0.153288,3,stop_second,-490,3509,2.75596216,-289,0.000,0.000,190000,0,0,1,0,1,
6.493994,9961001,1,11,0.183584,3,stop_second,-541,3458,2.71590685,-289,0.000,0.000,190000,0,0,1,0,1,
6.524777,9990997,1,11,0.214367,3,stop_second,-580,3419,2.68527632,-289,0.000,0.000,190000,0,0,1,0,1,
6.555025,10022001,1,11,0.244615,3,stop_second,-611,3388,2.66092898,-289,0.000,0.000,190000,0,0,1,0,1,
6.586923,10052001,1,11,0.276513,3,stop_second,-629,3370,2.64679181,-289,0.000,0.000,190000,0,0,1,0,1,
6.617109,10088001,1,11,0.306699,3,stop_second,-637,3362,2.64050863,-289,0.000,0.000,190000,0,0,1,0,1,
6.647471,10120080,1,11,0.337061,3,stop_second,-629,3370,2.64679181,-289,0.000,0.000,190000,0,0,1,0,1,
6.678189,10144997,1,11,0.367779,3,stop_second,-615,3384,2.65778738,-289,0.000,0.000,190000,0,0,1,0,1,
6.708512,10174997,1,11,0.398102,3,stop_second,-588,3411,2.67899314,-289,0.000,0.000,190000,0,0,1,0,1,
