pc_t_s,esp_ts_us,trial_idx,segment_idx,segment_t_s,cycle_idx,phase,encoder_count,theta_counts,theta_rad,position_steps,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,stop_reason
0.029742,4996998,1,0,0.029742,1,move_first,0,3999,3.14080726,0,2000.000,0.000,200000,0,0,1,0,1,
0.060289,5028998,1,0,0.060289,1,move_first,0,3999,3.14080726,37,2000.000,2000.000,190000,0,0,1,0,1,
0.090668,5058998,1,0,0.090668,1,move_first,0,3999,3.14080726,97,2000.000,2000.000,190000,0,0,1,0,1,
0.121255,5088998,1,0,0.121255,1,move_first,-5,3994,3.13688026,157,2000.000,2000.000,190000,0,0,1,0,1,
0.151701,5118998,1,0,0.151701,1,move_first,-10,3989,3.13295327,217,2000.000,2000.000,190000,0,0,1,0,1,
0.182231,5150001,1,0,0.182231,1,move_first,-15,3984,3.12902628,279,2000.000,2000.000,190000,0,0,1,0,1,
0.212623,5180001,1,0,0.212623,1,move_first,-20,3979,3.12509929,339,2000.000,2000.000,190000,0,0,1,0,1,
0.243903,5210998,1,0,0.243903,1,move_first,-24,3975,3.12195770,401,2000.000,2000.000,190000,0,0,1,0,1,
0.274285,5248080,1,0,0.274285,1,move_first,-28,3971,3.11881611,475,2000.000,2000.000,190000,0,0,1,0,1,
0.304803,5272998,1,0,0.304803,1,move_first,-29,3970,3.11803071,525,2000.000,2000.000,190000,0,0,1,0,1,
0.335446,5302998,1,0,0.335446,1,move_first,-32,3967,3.11567451,585,2000.000,2000.000,190000,0,0,1,0,1,
0.365644,5334001,1,0,0.365644,1,move_first,-32,3967,3.11567451,647,2000.000,2000.000,190000,0,0,1,0,1,
0.396092,5364001,1,0,0.396092,1,move_first,-32,3967,3.11567451,707,2000.000,2000.000,190000,0,0,1,0,1,
0.426771,5394998,1,0,0.426771,1,move_first,-32,3967,3.11567451,769,2000.000,2000.000,190000,0,0,1,0,1,
0.457046,5424998,1,0,0.457046,1,move_first,-30,3969,3.11724531,829,2000.000,2000.000,190000,0,0,1,0,1,
0.487718,5456001,1,0,0.487718,1,move_first,-27,3972,3.11960151,891,2000.000,2000.000,190000,0,0,1,0,1,
