pc_t_s,esp_ts_us,trial_idx,segment_idx,segment_t_s,cycle_idx,phase,encoder_count,theta_counts,theta_rad,position_steps,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,stop_reason
0.030031,3622253,1,0,0.030031,1,move_first,0,3999,3.14080726,0,2000.000,0.000,190000,0,0,1,0,1,
0.060488,3646998,1,0,0.060488,1,move_first,0,3999,3.14080726,37,2000.000,2000.000,190000,0,0,1,0,1,
0.090921,3676998,1,0,0.090921,1,move_first,0,3999,3.14080726,97,2000.000,2000.000,190000,0,0,1,0,1,
0.121743,3706998,1,0,0.121743,1,move_first,-3,3996,3.13845106,157,2000.000,2000.000,190000,0,0,1,0,1,
0.152118,3742001,1,0,0.152118,1,move_first,-8,3991,3.13452407,227,2000.000,2000.000,190000,0,0,1,0,1,
0.182763,3772001,1,0,0.182763,1,move_first,-14,3985,3.12981168,287,2000.000,2000.000,190000,0,0,1,0,1,
0.213624,3802001,1,0,0.213624,1,move_first,-18,3981,3.12667009,347,2000.000,2000.000,190000,0,0,1,0,1,
0.244445,3832001,1,0,0.244445,1,move_first,-22,3977,3.12352850,405,2000.000,1240.000,190000,0,0,1,0,1,
0.274800,3862001,1,0,0.274800,1,move_first,-22,3977,3.12352850,408,2000.000,0.000,190000,0,0,1,0,1,
0.305307,3892001,1,0,0.305307,1,move_first,-19,3980,3.12588469,408,2000.000,0.000,190000,0,0,1,0,1,
0.335848,3922001,1,0,0.335848,1,move_first,-16,3983,3.12824088,408,2000.000,0.000,190000,0,0,1,0,1,
0.366732,3952001,1,0,0.366732,1,move_first,-13,3986,3.13059708,408,2000.000,0.000,190000,0,0,1,0,1,
0.397104,3986998,1,0,0.397104,1,move_first,-9,3990,3.13373867,408,2000.000,0.000,190000,0,0,1,0,1,
0.427678,4016998,1,0,0.427678,1,move_first,-5,3994,3.13688026,408,2000.000,0.000,190000,0,0,1,0,1,
0.458485,4046998,1,0,0.458485,1,move_first,-1,3998,3.14002186,408,2000.000,0.000,190000,0,0,1,0,1,
0.489005,4076998,1,0,0.489005,1,move_first,2,-3999,-3.14080726,408,2000.000,0.000,190000,0,0,1,0,1,
0.520088,4106998,1,0,0.520088,1,move_first,6,-3995,-3.13766566,408,2000.000,0.000,190000,0,0,1,0,1,
0.551049,4136998,1,0,0.551049,1,move_first,10,-3991,-3.13452407,408,2000.000,0.000,190000,0,0,1,0,1,
0.581616,4172001,1,0,0.581616,1,move_first,13,-3988,-3.13216788,408,2000.000,0.000,190000,0,0,1,0,1,
0.612287,4202001,1,0,0.612287,1,move_first,16,-3985,-3.12981168,408,2000.000,0.000,190000,0,0,1,0,1,
0.642769,4232001,1,0,0.642769,1,move_first,18,-3983,-3.12824088,408,2000.000,0.000,190000,0,0,1,0,1,
0.673448,4262001,1,0,0.673448,1,move_first,20,-3981,-3.12667009,408,2000.000,0.000,190000,0,0,1,0,1,
0.703978,4292001,1,0,0.703978,1,move_first,21,-3980,-3.12588469,408,2000.000,0.000,190000,0,0,1,0,1,
