pc_t_s,esp_ts_us,trial_idx,segment_idx,segment_t_s,cycle_idx,phase,encoder_count,theta_counts,theta_rad,position_steps,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,stop_reason
0.030130,48492998,1,0,0.030130,1,move_first,0,3999,3.14080726,-8,2000.000,0.000,190000,0,0,1,0,1,
0.061409,48524998,1,0,0.061409,1,move_first,0,3999,3.14080726,29,2000.000,2000.000,190000,0,0,1,0,1,
0.092054,48554998,1,0,0.092054,1,move_first,0,3999,3.14080726,89,2000.000,2000.000,190000,0,0,1,0,1,
0.122637,48590001,1,0,0.122637,1,move_first,-5,3994,3.13688026,159,2000.000,2000.000,190000,0,0,1,0,1,
0.153218,48620001,1,0,0.153218,1,move_first,-10,3989,3.13295327,219,2000.000,2000.000,190000,0,0,1,0,1,
0.185829,48650001,1,0,0.185829,1,move_first,-15,3984,3.12902628,279,2000.000,2000.000,190000,0,0,1,0,1,
0.217457,48680001,1,0,0.217457,1,move_first,-19,3980,3.12588469,339,2000.000,2000.000,190000,0,0,1,0,1,
0.248248,48714998,1,0,0.248248,1,move_first,-23,3976,3.12274310,400,2000.000,100.000,190000,0,0,1,0,1,
0.278628,48744998,1,0,0.278628,1,move_first,-22,3977,3.12352850,400,2000.000,0.000,190000,0,0,1,0,1,
0.309220,48774998,1,0,0.309220,1,move_first,-19,3980,3.12588469,400,2000.000,0.000,190000,0,0,1,0,1,
0.339854,48804998,1,0,0.339854,1,move_first,-16,3983,3.12824088,400,2000.000,0.000,190000,0,0,1,0,1,
0.370480,48834998,1,0,0.370480,1,move_first,-12,3987,3.13138248,400,2000.000,0.000,190000,0,0,1,0,1,
0.401036,48864998,1,0,0.401036,1,move_first,-8,3991,3.13452407,400,2000.000,0.000,190000,0,0,1,0,1,
0.431690,48894998,1,0,0.431690,1,move_first,-4,3995,3.13766566,400,2000.000,0.000,190000,0,0,1,0,1,
0.462409,48930001,1,0,0.462409,1,move_first,0,3999,3.14080726,400,2000.000,0.000,190000,0,0,1,0,1,
0.492986,48960001,1,0,0.492986,1,move_first,5,-3996,-3.13845106,400,2000.000,0.000,190000,0,0,1,0,1,
0.523315,48990001,1,0,0.523315,1,move_first,8,-3993,-3.13609487,400,2000.000,0.000,190000,0,0,1,0,1,
0.554091,49020001,1,0,0.554091,1,move_first,12,-3989,-3.13295327,400,2000.000,0.000,190000,0,0,1,0,1,
0.584415,49050001,1,0,0.584415,1,move_first,15,-3986,-3.13059708,400,2000.000,0.000,190000,0,0,1,0,1,
0.616008,49080001,1,0,0.616008,1,move_first,18,-3983,-3.12824088,400,2000.000,0.000,190000,0,0,1,0,1,
0.647106,49110001,1,0,0.647106,1,move_first,20,-3981,-3.12667009,400,2000.000,0.000,190000,0,0,1,0,1,
0.678687,49144998,1,0,0.678687,1,move_first,23,-3978,-3.12431389,400,2000.000,0.000,190000,0,0,1,0,1,
0.709448,49174998,1,0,0.709448,1,move_first,24,-3977,-3.12352850,400,2000.000,0.000,190000,0,0,1,0,1,
0.740176,49204998,1,0,0.740176,1,move_first,24,-3977,-3.12352850,400,2000.000,0.000,190000,0,0,1,0,1,
0.770535,49234998,1,0,0.770535,1,move_first,24,-3977,-3.12352850,400,2000.000,0.000,190000,0,0,1,0,1,
0.801027,49264998,1,0,0.801027,1,move_first,23,-3978,-3.12431389,400,2000.000,0.000,190000,0,0,1,0,1,
0.831610,49294998,1,0,0.831610,1,move_first,22,-3979,-3.12509929,400,2000.000,0.000,190000,0,0,1,0,1,
0.862102,49330001,1,0,0.862102,1,move_first,20,-3981,-3.12667009,400,2000.000,0.000,190000,0,0,1,0,1,
0.892875,49360001,1,0,0.892875,1,move_first,17,-3984,-3.12902628,400,2000.000,0.000,190000,0,0,1,0,1,
0.924425,49390001,1,0,0.924425,1,move_first,14,-3987,-3.13138248,400,2000.000,0.000,190000,0,0,1,0,1,
0.956834,49420001,1,0,0.956834,1,move_first,11,-3990,-3.13373867,400,2000.000,0.000,190000,0,0,1,0,1,
0.987565,49454998,1,0,0.987565,1,move_first,7,-3994,-3.13688026,400,2000.000,0.000,190000,0,0,1,0,1,
1.018203,49484998,1,0,1.018203,1,move_first,4,-3997,-3.13923646,400,2000.000,0.000,190000,0,0,1,0,1,
1.048779,49514998,1,0,1.048779,1,move_first,0,3999,3.14080726,400,2000.000,0.000,190000,0,0,1,0,1,
1.079191,49544998,1,0,1.079191,1,move_first,-3,3996,3.13845106,400,2000.000,0.000,190000,0,0,1,0,1,
1.109659,49574998,1,0,1.109659,1,move_first,-7,3992,3.13530947,400,2000.000,0.000,190000,0,0,1,0,1,
1.140198,49604998,1,0,1.140198,1,move_first,-10,3989,3.13295327,400,2000.000,0.000,190000,0,0,1,0,1,
1.170791,49634998,1,0,1.170791,1,move_first,-13,3986,3.13059708,400,2000.000,0.000,190000,0,0,1,0,1,
1.201331,49664998,1,0,1.201331,1,move_first,-15,3984,3.12902628,400,2000.000,0.000,190000,0,0,1,0,1,
1.232203,49694998,1,0,1.232203,1,move_first,-17,3982,3.12745549,400,2000.000,0.000,190000,0,0,1,0,1,
1.262704,49730001,1,0,1.262704,1,move_first,-19,3980,3.12588469,400,2000.000,0.000,190000,0,0,1,0,1,
1.293287,49760001,1,0,1.293287,1,move_first,-20,3979,3.12509929,400,2000.000,0.000,190000,0,0,1,0,1,
