pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000082,11268004,0.000000,4018,17,0.01335177,0.00000000,0,0.000,-4005.531,0.000,190000,0,0,0,0,1,balance,
0.000344,11272998,0.004994,4018,17,0.01335177,0.00000000,0,0.000,-4005.531,0.000,190000,0,0,1,0,1,balance,
0.000444,11278001,0.005003,4018,17,0.01335177,0.00000000,0,0.000,-4005.531,0.000,190000,0,0,1,0,1,balance,
0.031226,11282998,0.004997,4018,17,0.01335177,0.00000000,0,0.000,-4005.531,0.000,190000,0,0,1,0,1,balance,
0.031351,11289502,0.006504,4019,18,0.01413717,0.01811343,0,0.000,-4349.831,0.000,190000,0,0,1,0,1,balance,
0.031534,11294001,0.004499,4019,18,0.01413717,0.01539641,-2,-444.543,-4333.529,-760.000,190000,0,0,1,0,1,balance,
0.031720,11298998,0.004997,4019,18,0.01413717,0.01308695,-9,-1400.841,-4319.672,-1900.000,190000,0,0,1,0,1,balance,
0.031944,11304001,0.005003,4019,18,0.01413717,0.01112391,-21,-2398.561,-4307.894,-2660.000,190000,0,0,1,0,1,balance,
0.032119,11308998,0.004997,4020,19,0.01492257,0.03303141,-37,-3201.921,-4674.958,-3800.000,190000,0,0,1,0,1,balance,
0.061677,11314001,0.005003,4020,19,0.01492257,0.02807670,-57,-3997.601,-4645.230,-4005.531,190000,0,0,1,0,1,balance,
0.061786,11321450,0.007449,4020,19,0.01492257,0.02386520,-87,-4027.386,-4619.961,-4005.531,190000,0,0,1,0,1,balance,
0.061970,11326001,0.004551,4021,20,0.01570796,0.04617197,-107,-4394.639,-4989.421,-4674.958,190000,0,0,1,0,1,balance,
0.062160,11330998,0.004997,4021,20,0.01570796,0.03924618,-131,-4802.882,-4947.866,-4674.958,190000,0,0,1,0,1,balance,
0.062356,11336001,0.005003,4021,20,0.01570796,0.03335925,-154,-4597.242,-4912.544,-4674.958,190000,0,0,1,0,1,balance,
0.062540,11340998,0.004997,4021,20,0.01570796,0.02835536,-178,-4802.882,-4882.521,-4674.958,190000,0,0,1,0,1,balance,
0.092313,11346001,0.005003,4022,21,0.01649336,0.04764988,-201,-4597.242,-5233.908,-4674.958,190000,0,0,1,0,1,balance,
0.092435,11352458,0.006457,4022,21,0.01649336,0.04050239,-231,-4646.120,-5191.023,-4645.229,190000,0,0,1,0,1,balance,
0.092619,11356998,0.004540,4022,21,0.01649336,0.03442703,-253,-4845.815,-5154.571,-4882.521,190000,0,0,1,0,1,balance,
0.092791,11362001,0.005003,4022,21,0.01649336,0.02926298,-277,-4797.122,-5123.586,-4882.521,190000,0,0,1,0,1,balance,
0.093001,11366998,0.004997,4022,21,0.01649336,0.02487353,-302,-5003.002,-5097.250,-4882.521,190000,0,0,1,0,1,balance,
0.093199,11372001,0.005003,4023,22,0.01727876,0.04469032,-326,-4797.122,-5451.770,-4882.521,190000,0,0,1,0,1,balance,
0.122683,11376998,0.004997,4023,22,0.01727876,0.03798677,-350,-4802.882,-5411.549,-4882.521,190000,0,0,1,0,1,balance,
0.122808,11382458,0.005460,4020,19,0.01492257,-0.03244186,-377,-4945.055,-4282.118,-5233.908,190000,0,0,1,0,1,balance,
0.122993,11386998,0.004540,4018,17,0.01335177,-0.07947414,-402,-5506.608,-3528.686,-5451.770,190000,0,0,1,0,1,balance,
0.123177,11392001,0.005003,4016,15,0.01178097,-0.11464865,-429,-5396.762,-2846.400,-5451.770,190000,0,0,1,0,1,balance,
0.123376,11396998,0.004997,4014,13,0.01021018,-0.14460353,-456,-5403.242,-2195.432,-5451.770,190000,0,0,1,0,1,balance,
0.123578,11402001,0.005003,4011,10,0.00785398,-0.19355645,-483,-5396.762,-1194.856,-5451.770,190000,0,0,1,0,1,balance,
0.153125,11406998,0.004997,4010,9,0.00706858,-0.18809908,-511,-5603.362,-991.981,-5451.770,190000,0,0,1,0,1,balance,
0.153248,11413450,0.006452,4006,5,0.00392699,-0.23292186,-546,-5424.675,219.434,-5451.770,190000,0,0,1,0,1,balance,
0.153425,11418001,0.004551,4004,3,0.00235619,-0.24975670,-568,-4834.102,791.682,-4691.770,190000,0,0,1,0,1,balance,
0.153615,11422998,0.004997,4002,1,0.00078540,-0.25944537,-588,-4002.401,1321.053,-3551.770,190000,0,0,1,0,1,balance,
0.153808,11428001,0.005003,4000,-1,-0.00078540,-0.26762420,-604,-3198.081,1841.365,-2791.770,190000,0,0,1,0,1,balance,
0.154008,11432998,0.004997,3999,-2,-0.00157080,-0.25105666,-615,-2201.321,1977.579,-1651.770,190000,0,0,1,0,1,balance,
0.183533,11438001,0.005003,3998,-3,-0.00235619,-0.23694598,-621,-1199.280,2128.534,-1194.856,190000,0,0,1,0,1,balance,
0.183646,11443450,0.005449,3997,-4,-0.00314159,-0.22302451,-628,-1284.639,2280.625,-1194.856,190000,0,0,1,0,1,balance,
0.183888,11448001,0.004551,3997,-4,-0.00314159,-0.18957083,-631,-659.196,2079.903,-434.856,190000,0,0,1,0,1,balance,
0.184069,11452998,0.004997,3997,-4,-0.00314159,-0.16113521,-630,200.120,1909.289,705.144,190000,0,0,1,0,1,balance,
0.184267,11458001,0.005003,3997,-4,-0.00314159,-0.13696493,-624,1199.280,1764.267,1465.144,190000,0,0,1,0,1,balance,
0.184463,11462998,0.004997,3997,-4,-0.00314159,-0.11642019,-614,2001.201,1640.999,1977.579,190000,0,0,1,0,1,balance,
0.214142,11468001,0.005003,3998,-3,-0.00235619,-0.07540934,-605,1798.921,1159.314,1977.579,190000,0,0,1,0,1,balance,
0.214264,11473453,0.005452,3999,-2,-0.00157080,-0.04248941,-594,2017.608,726.175,1977.579,190000,0,0,1,0,1,balance,
0.214443,11478001,0.004548,4000,-1,-0.00078540,-0.01021236,-586,1759.015,296.894,1640.999,190000,0,0,1,0,1,balance,
0.214640,11482998,0.004997,4000,-1,-0.00078540,-0.00868051,-578,1600.961,287.703,1640.999,190000,0,0,1,0,1,balance,
0.214893,11488001,0.005003,4001,0,0.00000000,0.01616938,-570,1599.041,-97.016,1640.999,190000,0,0,1,0,1,balance,
0.215070,11492998,0.004997,4002,1,0.00078540,0.03732007,-562,1600.961,-459.540,1640.999,190000,0,0,1,0,1,balance,
0.245974,11498001,0.005003,4002,1,0.00078540,0.03172206,-553,1798.921,-425.952,1640.999,190000,0,0,1,0,1,balance,
0.246101,11504458,0.006457,4003,2,0.00157080,0.04520902,-543,1548.707,-742.493,1260.049,190000,0,0,1,0,1,balance,
0.246278,11508997,0.004539,4004,3,0.00235619,0.06438266,-539,881.251,-1093.154,500.999,190000,0,0,1,0,1,balance,
0.246494,11514001,0.005004,4004,3,0.00235619,0.05472526,-539,0.000,-1035.210,-259.001,190000,0,0,1,0,1,balance,
0.246687,11518998,0.004997,4003,2,0.00157080,0.02294038,-541,-400.240,-608.881,-459.540,190000,0,0,1,0,1,balance,
0.246880,11524001,0.005003,4002,1,0.00078540,-0.00404849,-543,-399.760,-211.329,-459.540,190000,0,0,1,0,1,balance,
0.276617,11528998,0.004997,4002,1,0.00078540,-0.00344122,-546,-600.360,-214.972,-459.540,190000,0,0,1,0,1,balance,
0.276734,11536459,0.007461,4001,0,0.00000000,-0.01871511,-549,-402.091,112.291,-425.952,190000,0,0,1,0,1,balance,
0.276907,11540998,0.004539,4000,-1,-0.00078540,-0.04186284,-550,-220.313,486.796,-211.329,190000,0,0,1,0,1,balance,
0.277091,11546001,0.005003,3999,-2,-0.00157080,-0.05913123,-551,-199.880,826.026,-211.329,190000,0,0,1,0,1,balance,
0.277285,11550998,0.004997,3999,-2,-0.00157080,-0.05026154,-552,-200.120,772.808,-211.329,190000,0,0,1,0,1,balance,
0.277475,11556001,0.005003,3998,-3,-0.00235619,-0.06627013,-553,-199.880,1104.479,-211.329,190000,0,0,1,0,1,balance,
0.307137,11560998,0.004997,3998,-3,-0.00235619,-0.05632961,-554,-200.120,1044.836,-211.329,190000,0,0,1,0,1,balance,
0.307265,11566458,0.005460,3997,-4,-0.00314159,-0.06945704,-556,-366.300,1359.220,-214.972,190000,0,0,1,0,1,balance,
0.307446,11570998,0.004540,3997,-4,-0.00314159,-0.05903848,-555,220.264,1296.709,544.078,190000,0,0,1,0,1,balance,
0.307637,11576001,0.005003,3996,-5,-0.00392699,-0.07373053,-551,799.520,1620.480,1104.479,190000,0,0,1,0,1,balance,
0.307883,11580998,0.004997,3996,-5,-0.00392699,-0.06267095,-545,1200.720,1554.123,1104.479,190000,0,0,1,0,1,balance,
0.308084,11586001,0.005003,3996,-5,-0.00392699,-0.05327031,-540,999.400,1497.719,1104.479,190000,0,0,1,0,1,balance,
0.337693,11590998,0.004997,3996,-5,-0.00392699,-0.04527976,-534,1200.720,1449.776,1104.479,190000,0,0,1,0,1,balance,
0.337799,11597450,0.006452,3996,-5,-0.00392699,-0.03848780,-527,1084.935,1409.024,1104.479,190000,0,0,1,0,1,balance,
0.337996,11602001,0.004551,3996,-5,-0.00392699,-0.03271463,-520,1538.123,1374.385,1497.719,190000,0,0,1,0,1,balance,
0.338177,11606998,0.004997,3996,-5,-0.00392699,-0.02780743,-513,1400.841,1344.942,1497.719,190000,0,0,1,0,1,balance,
0.338370,11612001,0.005003,3996,-5,-0.00392699,-0.02363632,-505,1599.041,1319.915,1497.719,190000,0,0,1,0,1,balance,
0.338562,11616998,0.004997,3997,-4,-0.00314159,0.00348522,-498,1400.841,921.566,1497.719,190000,0,0,1,0,1,balance,
0.368264,11622001,0.005003,3997,-4,-0.00314159,0.00296244,-490,1599.041,924.703,1497.719,190000,0,0,1,0,1,balance,
0.368382,11628458,0.006457,3997,-4,-0.00314159,0.00251807,-481,1393.836,927.369,1449.776,190000,0,0,1,0,1,balance,
0.368569,11632998,0.004540,3997,-4,-0.00314159,0.00214036,-476,1101.322,929.636,921.566,190000,0,0,1,0,1,balance,
0.368777,11638001,0.005003,3998,-3,-0.00235619,0.02536712,-471,999.400,554.656,921.566,190000,0,0,1,0,1,balance,
0.368967,11642998,0.004997,3997,-4,-0.00314159,-0.00201404,-466,1000.600,954.562,921.566,190000,0,0,1,0,1,balance,
0.369161,11648001,0.005003,3997,-4,-0.00314159,-0.00171193,-462,799.520,952.749,921.566,190000,0,0,1,0,1,balance,
0.398769,11652998,0.004997,3997,-4,-0.00314159,-0.00145514,-457,1000.600,951.209,921.566,190000,0,0,1,0,1,balance,
0.398903,11658462,0.005464,3996,-5,-0.00392699,-0.02279795,-452,915.081,1314.885,924.703,190000,0,0,1,0,1,balance,
0.399083,11662998,0.004536,3997,-4,-0.00314159,0.00659391,-448,881.834,902.914,952.749,190000,0,0,1,0,1,balance,
0.399274,11668001,0.005003,3996,-5,-0.00392699,-0.01794300,-443,999.400,1285.755,952.749,190000,0,0,1,0,1,balance,
0.399467,11672998,0.004997,3996,-5,-0.00392699,-0.01525155,-438,1000.600,1269.607,952.749,190000,0,0,1,0,1,balance,
0.399663,11678001,0.005003,3996,-5,-0.00392699,-0.01296381,-433,999.400,1255.880,952.749,190000,0,0,1,0,1,balance,
0.429394,11682998,0.004997,3996,-5,-0.00392699,-0.01101924,-429,800.480,1244.213,952.749,190000,0,0,1,0,1,balance,
0.429516,11689449,0.006451,3996,-5,-0.00392699,-0.00936636,-423,930.088,1234.295,952.749,190000,0,0,1,0,1,balance,
0.429706,11694001,0.004552,3996,-5,-0.00392699,-0.00796140,-417,1318.102,1225.866,1255.880,190000,0,0,1,0,1,balance,
0.429916,11698998,0.004997,3996,-5,-0.00392699,-0.00676719,-411,1200.720,1218.700,1255.880,190000,0,0,1,0,1,balance,
0.430103,11704001,0.005003,3996,-5,-0.00392699,-0.00575211,-405,1199.280,1212.610,1255.880,190000,0,0,1,0,1,balance,
0.430290,11708998,0.004997,3996,-5,-0.00392699,-0.00488930,-398,1400.841,1207.433,1255.880,190000,0,0,1,0,1,balance,
0.459921,11714001,0.005003,3996,-5,-0.00392699,-0.00415590,-392,1199.280,1203.033,1255.880,190000,0,0,1,0,1,balance,
0.460040,11719450,0.005449,3996,-5,-0.00392699,-0.00353252,-385,1284.639,1199.292,1255.880,190000,0,0,1,0,1,balance,
0.460220,11724001,0.004551,3996,-5,-0.00392699,-0.00300264,-380,1098.660,1196.113,1207.433,190000,0,0,1,0,1,balance,
0.460411,11728998,0.004997,3996,-5,-0.00392699,-0.00255224,-374,1200.720,1193.411,1207.433,190000,0,0,1,0,1,balance,
0.460603,11734001,0.005003,3996,-5,-0.00392699,-0.00216941,-368,1199.280,1191.114,1207.433,190000,0,0,1,0,1,balance,
0.460879,11738998,0.004997,3996,-5,-0.00392699,-0.00184400,-362,1200.720,1189.161,1207.433,190000,0,0,1,0,1,balance,
0.490510,11744001,0.005003,3995,-6,-0.00471239,-0.02511521,-355,1399.161,1564.408,1207.433,190000,0,0,1,0,1,balance,
0.490624,11750459,0.006458,3995,-6,-0.00471239,-0.02134793,-348,1083.927,1541.804,1203.033,190000,0,0,1,0,1,balance,
0.490808,11754998,0.004539,3996,-5,-0.00392699,0.00780925,-342,1321.877,1131.242,1189.161,190000,0,0,1,0,1,balance,
0.491007,11760001,0.005003,3995,-6,-0.00471239,-0.01690995,-336,1199.280,1515.176,1189.161,190000,0,0,1,0,1,balance,
0.491194,11764998,0.004997,3995,-6,-0.00471239,-0.01437346,-330,1200.720,1499.957,1189.161,190000,0,0,1,0,1,balance,
0.491404,11770001,0.005003,3995,-6,-0.00471239,-0.01221744,-324,1199.280,1487.021,1189.161,190000,0,0,1,0,1,balance,
0.521099,11774998,0.004997,3995,-6,-0.00471239,-0.01038482,-318,1200.720,1476.026,1189.161,190000,0,0,1,0,1,balance,
0.521322,11780458,0.005460,3995,-6,-0.00471239,-0.00882710,-312,1098.901,1466.679,1564.408,190000,0,0,1,0,1,balance,
0.521430,11784998,0.004540,3995,-6,-0.00471239,-0.00750303,-305,1541.850,1458.735,1487.021,190000,0,0,1,0,1,balance,
0.521603,11790001,0.005003,3995,-6,-0.00471239,-0.00637758,-298,1399.161,1451.982,1487.021,190000,0,0,1,0,1,balance,
0.521793,11794998,0.004997,3996,-5,-0.00392699,0.01815515,-290,1600.961,1069.166,1487.021,190000,0,0,1,0,1,balance,
0.521995,11800001,0.005003,3996,-5,-0.00392699,0.01543188,-283,1399.161,1085.506,1487.021,190000,0,0,1,0,1,balance,
0.551689,11804998,0.004997,3996,-5,-0.00392699,0.01311709,-275,1600.961,1099.395,1487.021,190000,0,0,1,0,1,balance,
0.551812,11811450,0.006452,3995,-6,-0.00471239,-0.00710988,-266,1394.916,1456.376,1487.021,190000,0,0,1,0,1,balance,
