pc_t_s,esp_ts_us,dt_s,encoder_count,theta_counts,theta_rad,theta_dot_rad_s,position_steps,cart_vel_steps_s,command_speed_hz,applied_speed_hz,applied_acc,limit,fault,enabled,soft_limit,start,mode,stop_reason
0.000174,113301001,0.000000,4007,6,0.00471239,0.00000000,0,0.000,-1413.717,0.000,190000,0,0,0,0,1,balance,
0.000416,113306001,0.005000,4008,7,0.00549779,0.02356194,0,0.000,-1790.708,0.000,190000,0,0,1,0,1,balance,
0.000539,113310998,0.004997,4008,7,0.00549779,0.02002765,0,0.000,-1769.502,0.000,190000,0,0,1,0,1,balance,
0.000726,113316001,0.005003,4008,7,0.00549779,0.01702351,0,0.000,-1751.477,0.000,190000,0,0,1,0,1,balance,
0.030428,113320998,0.004997,4008,7,0.00549779,0.01446998,0,0.000,-1736.156,0.000,190000,0,0,1,0,1,balance,
0.030545,113328517,0.007519,4008,7,0.00549779,0.01229948,0,0.000,-1723.133,0.000,190000,0,0,1,0,1,balance,
0.030722,113332998,0.004481,4008,7,0.00549779,0.01045456,-1,-223.164,-1712.064,-759.240,190000,0,0,1,0,1,balance,
0.030912,113338001,0.005003,4008,7,0.00549779,0.00888638,-7,-1199.280,-1702.654,-1519.240,190000,0,0,1,0,1,balance,
0.031164,113342998,0.004997,4008,7,0.00549779,0.00755342,-16,-1801.081,-1694.657,-1751.477,190000,0,0,1,0,1,balance,
0.031361,113348001,0.005003,4009,8,0.00628319,0.02996822,-25,-1798.921,-2064.765,-1751.477,190000,0,0,1,0,1,balance,
0.060868,113352998,0.004997,4009,8,0.00628319,0.02547299,-33,-1600.961,-2037.794,-1751.477,190000,0,0,1,0,1,balance,
0.060985,113358458,0.005460,4009,8,0.00628319,0.02165204,-43,-1831.502,-2014.868,-1736.156,190000,0,0,1,0,1,balance,
0.061164,113362998,0.004540,4009,8,0.00628319,0.01840423,-52,-1982.379,-1995.381,-2064.765,190000,0,0,1,0,1,balance,
0.061362,113368001,0.005003,4009,8,0.00628319,0.01564360,-62,-1998.801,-1978.817,-2064.765,190000,0,0,1,0,1,balance,
0.061554,113372998,0.004997,4010,9,0.00706858,0.03687315,-72,-2001.201,-2341.814,-2064.765,190000,0,0,1,0,1,balance,
0.061750,113378001,0.005003,4010,9,0.00706858,0.03134218,-83,-2198.681,-2308.628,-2064.765,190000,0,0,1,0,1,balance,
0.091373,113382998,0.004997,4010,9,0.00706858,0.02664085,-93,-2001.201,-2280.420,-2064.765,190000,0,0,1,0,1,balance,
0.091489,113389449,0.006451,4010,9,0.00706858,0.02264472,-106,-2015.191,-2256.443,-2064.765,190000,0,0,1,0,1,balance,
0.091663,113394001,0.004552,4010,9,0.00706858,0.01924801,-117,-2416.520,-2236.063,-2308.628,190000,0,0,1,0,1,balance,
0.091856,113398998,0.004997,4011,10,0.00785398,0.03993690,-128,-2201.321,-2595.816,-2308.628,190000,0,0,1,0,1,balance,
0.092055,113404001,0.005003,4011,10,0.00785398,0.03394637,-140,-2398.561,-2559.873,-2308.628,190000,0,0,1,0,1,balance,
0.092231,113408998,0.004997,4012,11,0.00863938,0.05243050,-151,-2201.321,-2906.397,-2308.628,190000,0,0,1,0,1,balance,
0.121856,113414001,0.005003,4011,10,0.00785398,0.02101811,-163,-2398.561,-2482.303,-2308.628,190000,0,0,1,0,1,balance,
0.121965,113419450,0.005449,4009,8,0.00628319,-0.02537547,-175,-2202.239,-1732.703,-2308.628,190000,0,0,1,0,1,balance,
0.122167,113424001,0.004551,4009,8,0.00628319,-0.02156915,-188,-2856.515,-1755.541,-2906.397,190000,0,0,1,0,1,balance,
0.122345,113428998,0.004997,4008,7,0.00549779,-0.04190986,-202,-2801.681,-1397.877,-2906.397,190000,0,0,1,0,1,balance,
0.122546,113434001,0.005003,4007,6,0.00471239,-0.05917120,-217,-2998.201,-1058.689,-2906.397,190000,0,0,1,0,1,balance,
0.122742,113438998,0.004997,4006,5,0.00392699,-0.07387161,-231,-2801.681,-734.868,-2906.397,190000,0,0,1,0,1,balance,
0.152318,113444001,0.005003,4005,4,0.00314159,-0.08633869,-246,-2998.201,-424.446,-2906.397,190000,0,0,1,0,1,balance,
0.152445,113450459,0.006458,4004,3,0.00235619,-0.09163033,-265,-2942.087,-157.076,-2525.447,190000,0,0,1,0,1,balance,
0.152603,113454998,0.004539,4003,2,0.00157080,-0.10384078,-275,-2203.128,151.806,-1766.397,190000,0,0,1,0,1,balance,
0.152804,113460001,0.005003,4002,1,0.00078540,-0.11181248,-281,-1199.280,435.255,-1006.397,190000,0,0,1,0,1,balance,
0.152998,113464998,0.004997,4001,0,0.00000000,-0.11861670,-285,-800.480,711.700,-734.868,190000,0,0,1,0,1,balance,
0.153202,113470001,0.005003,4002,1,0.00078540,-0.07727637,-289,-799.520,228.039,-734.868,190000,0,0,1,0,1,balance,
0.182909,113474998,0.004997,4002,1,0.00078540,-0.06568492,-292,-600.360,158.490,-734.868,190000,0,0,1,0,1,balance,
0.183022,113480465,0.005467,4001,0,0.00000000,-0.07738143,-296,-731.663,464.289,-424.446,190000,0,0,1,0,1,balance,
0.183203,113484998,0.004533,4002,1,0.00078540,-0.03978486,-297,-220.604,3.090,228.039,190000,0,0,1,0,1,balance,
0.183390,113490001,0.005003,4002,1,0.00078540,-0.03381713,-296,199.880,-32.717,228.039,190000,0,0,1,0,1,balance,
0.183585,113494998,0.004997,4002,1,0.00078540,-0.02874456,-295,200.120,-63.152,228.039,190000,0,0,1,0,1,balance,
0.183789,113500001,0.005003,4002,1,0.00078540,-0.02443288,-294,199.880,-89.022,228.039,190000,0,0,1,0,1,balance,
0.213434,113504998,0.004997,4003,2,0.00157080,0.00280814,-292,400.240,-488.088,228.039,190000,0,0,1,0,1,balance,
0.213553,113511449,0.006451,4003,2,0.00157080,0.00238692,-291,155.015,-485.560,228.039,190000,0,0,1,0,1,balance,
0.213736,113516001,0.004552,4003,2,0.00157080,0.00202888,-292,-219.684,-483.412,-89.022,190000,0,0,1,0,1,balance,
0.213932,113520998,0.004997,4004,3,0.00235619,0.02530064,-292,0.000,-858.662,-89.022,190000,0,0,1,0,1,balance,
0.214155,113526001,0.005003,4004,3,0.00235619,0.02150555,-292,0.000,-835.892,-89.022,190000,0,0,1,0,1,balance,
0.214351,113530998,0.004997,4005,4,0.00314159,0.04185580,-293,-200.120,-1193.613,-89.022,190000,0,0,1,0,1,balance,
0.243796,113536001,0.005003,4005,4,0.00314159,0.03557743,-293,0.000,-1155.942,-89.022,190000,0,0,1,0,1,balance,
0.243916,113541451,0.005450,4005,4,0.00314159,0.03024082,-294,-183.486,-1123.923,-89.022,190000,0,0,1,0,1,balance,
0.244165,113546001,0.004550,4005,4,0.00314159,0.02570470,-296,-439.560,-1096.706,-849.022,190000,0,0,1,0,1,balance,
0.244351,113550998,0.004997,4006,5,0.00392699,0.04542508,-302,-1200.720,-1450.648,-1193.613,190000,0,0,1,0,1,balance,
0.244555,113556001,0.005003,4005,4,0.00314159,0.01506350,-308,-1199.280,-1032.859,-1193.613,190000,0,0,1,0,1,balance,
